Name	Set	ImageFile	Name DE	Type	Subtypes	Rarity	Color	Cost	Inkwell	Strength	Willpower	Quest	Abilities	Identifier	Rules	Flavor	Number	Artist
Fire the Cannons!	1	61188f24396807ba7ca38919a158766de935852e	Feuert die Kanonen!	Action		COMMON	STEEL	1	False					1 TFC DE 197/204	Fuge einem Charakter deiner Wahl 2 Schaden zu.	Kapt'n Hook: Doppelte Ladung und gut gezielt! Herr Smee: Doppelt gezielt ist halb geladen!	197	Matt Chapman
Grab Your Sword	1	c837307a9a2ad4d08ca61a4f1bd848ba3d6890fc	Nehmt das Schwert	Action	Lied	RARE	STEEL	5	False					1 TFC DE 198/204	(Du kannst einen Charakter, der 5 oder mehr kostet, , damit er dieses Lied kostenlos singt.) Fuge jedem gegnerischen Charakter 2 Schaden zu.	Wir versteh'n das zwar nicht, doch dies Monster ist so schrecklich, dass das Blut in unseren Adern kaum noch fliesst.	198	Peter Brockhammer
Ransack	1	2952aeca0fe15cf310ede96c437acb94b2b208f1	Durchwuhlen	Action		UNCOMMON	STEEL	2	True					1 TFC DE 199/204	Ziehe 2 Karten. Wahle danach 2 Karten aus deiner Hand und wirf sie ab.	Wer hat schon Zeit, Etiketten zu lesen?	199	Amber Kommavongsa
Smash	1	9f9af029585ba014e07cd3910ca976cf56160616	Wuchtschlag	Action		UNCOMMON	STEEL	3	True					1 TFC DE 200/204	Fuge einem Charakter deiner Wahl 3 Schaden zu.	Haut ab!	200	Simangaliso Sibaya
Beast's Mirror	1	7f03f3f2febc46f3fa832d98251b0c98f64bc19b	Spiegel des Biests	Item		COMMON	STEEL	2	True					1 TFC DE 201/204	ZEIG'S MIR Wenn du keine Karten auf der Hand hast, ziehe 1 Karte.	Beschamt uber seine abstossende Gestalt, verbarg sich das Biest im Schloss, mit einem magischen Spiegel als einzigem Fenster zur Aussenwelt.	201	Samanta Erdini
Frying Pan	1	1e7b95c5614637fdcde70eb7f2d109134c95c6bf	Bratpfanne	Item		UNCOMMON	STEEL	2	True					1 TFC DE 202/204	ERRATA: KLONG! Verbanne diesen Gegenstand - Wahle einen Charakter. Er kann in seinem nachsten Zug nicht herausfordern.	Sie ist ein schones Kochgeschirr, aber als Waffe ist sie wirklich umwerfend.	202	Kamil Murzyn
Musketeer Tabard 	1	a165fbd61c277745f187eaac7182d9c05d0d1171	Wappenrock der Musketiere	Item		RARE	STEEL	4	False					1 TFC DE 203/204	ALLE FUR EINEN UND EINER FUR ALLE Jedes Mal, wenn einer deiner Charaktere mit Beschutzen verbannt wird, darfst du 1 Karte ziehen.	So etwas wie einen einsamen Musketier gibt es nicht.	203	Dav Augereau
Plasma Blaster	1	1cc641954099c249e0e4ef0402da3fd0364d95f0	Plasma-Kanone	Item		RARE	STEEL	3	False					1 TFC DE 204/204	SCHNELLFEUER Fuge einem Charakter deiner Wahl 1 Schaden zu.	Du musst nicht ,pew pew' sagen, wenn du sie benutzt, aber es hilft ungemein. - Lilo, Galaktische Heldin	204	Oleg Yurkov
Hades, King of Olympus	1	5f1cd7c3fb68ae7c679f8c33966610670d32ff1e	Hades, Konig des Olymps	Character	Schurke, Gottheit, Konig, Flutgestalt	ENCHANTED	AMBER	8	False	6	7	1	Gestaltwandel	1 TFC DE 205/204	Gestaltwandel 6 (Du kannst 6 zahlen, um diesen Charakter auf einen deiner Hades Charaktere auszuspielen.) FINSTERE VERSCHWORUNG Dieser Charakter erhalt +1 fur jede weitere Schurkin und jeden weiteren Schurken, die du im Spiel hast.		205	Juan Diego Leon
Stitch, Carefree Surfer	1	4afa8f9e90756f0f919a124a1dfbba19be004edc	Stitch, Sorgloser Surfer	Character	Held, Traumgestalt, Alien	ENCHANTED	AMBER	7	True	4	8	2		1 TFC DE 206/204	OHANA Wenn du diesen Charakter ausspielst und mindestens 2 weitere Charaktere im Spiel hast, darfst du 2 Karten ziehen.		206	Milica Celikovic
Elsa, Spirit of Winter	1	3be76cc016a8c850661956c5f71d14c621cf6a69	Elsa, Magie des Winters	Character	Konigin, Magierin, Heldin, Flutgestalt	ENCHANTED	AMETHYST	8	False	4	6	3	Gestaltwandel	1 TFC DE 207/204	Gestaltwandel 6 (Du kannst 6 zahlen, um diesen Charakter auf einen deiner Elsa-Charaktere auszuspielen.) EISESKALTE Wenn du diesen Charakter ausspielst, erschopfe bis zu 2 Charaktere deiner Wahl. Sie werden zu Beginn ihres nachsten Zugs nicht bereit gemacht.		207	Matthew Robert Davies
Mickey Mouse, Wayward Sorcerer	1	baab34018148392463ef4c49b5a924409cf5f7b0	Micky Maus, Eigenwilliger Zauberer	Character	Magier, Traumgestalt	ENCHANTED	AMETHYST	4	True	3	4	2		1 TFC DE 208/204	LEBENDIGE BESEN Du zahlst 1 weniger, um Besen auszuspielen. UNERMUDLICHE ARBEITER Jedes Mal, wenn einer deiner Besen durch eine Herausforderung verbannt wird, darfst du jene Karte zuruck auf deine Hand nehmen.		208	Cam Kendell
Genie, On the Job	1	acfdd18ea7f4a2ba74132ba977dc207204142994	Dschinni, Bei der Arbeit	Character	Verbundeter, Sagengestalt	ENCHANTED	EMERALD	6	False	3	4	2	Wendig	1 TFC DE 209/204	Wendig (Nur Charaktere mit Wendig konnen diesen Charakter herausfordern.) VERSCHWINDEN Wenn du diesen Charakter ausspielst, darfst du einen Charakter deiner Wahl zuruck auf die zugehorige Hand schicken.		209	Cristian Romero
Mickey Mouse, Artful Rogue	1	135debd4837026bf06c7bfc5d1e0c6a31611af1d	Micky Maus, Gewiefter Gauner	Character	Flutgestalt, Held	ENCHANTED	EMERALD	7	False	6	5	2	Gestaltwandel	1 TFC DE 210/204	Gestaltwandel 5 (Du kannst 5 zahlen, um diesen Charakter auf einen deiner Micky-Maus-Charaktere auszuspielen.) IRREFUHRUNG Jedes Mal, wenn du eine Aktion ausspielst, wahle einen gegnerischen Charakter. Er kann in seinem nachsten Zug nicht erkunden.		210	Kendall Hale
Aladdin, Heroic Outlaw	1	1b4a364f76e9fa8073516100ed65590c50a6d5e9	Aladdin, Heldenhafter Bandit	Character	Flutgestalt, Held	ENCHANTED	RUBY	7	True	5	5	2	Gestaltwandel	1 TFC DE 211/204	Gestaltwandel 5 (Du kannst 5 zahlen, um diesen Charakter auf einen deiner Aladdin-Charaktere auszuspielen.) DREISTE HELDENTAT Jedes Mal, wenn dieser Charakter in deinem Zug durch eine Herausforderung einen anderen Charakter verbannt, sammelst du 2 Legenden und alle gegnerischen Mitspielenden verlieren je 2.		211	Massimilano Narciso
Maui, Hero to All	1	e2154fea5da2dd0d1732ff30931723c2973003a0	Maui, Held von Allen	Character	Gottheit, Sagengestalt, Held	ENCHANTED	RUBY	5	False	6	5	0	Impulsiv, Rasant	1 TFC DE 212/204	Rasant (Dieser Charakter kann im selben Zug herausfordern, in dem er ausgespielt wird.) Impulsiv (Dieser Charakter kann nicht erkunden und muss in jedem Zug herausfordern, wenn moglich.)		212	Pirel /Stefano Zanchi
Aurora, Dreaming Guardian	1	19187dc98dce52fa4c4e8e05b341a9b77a51fd26	Aurora, Wachterin der Traume	Character	Heldin, Prinzessin, Flutgestalt	ENCHANTED	SAPPHIRE	5	True	3	5	2	Gestaltwandel	1 TFC DE 213/204	Gestaltwandel 3 (Du kannst 3 zahlen, um diesen Charakter auf einen deiner Aurora Charaktere auszuspielen.) SCHUTZENDE UMARMUNG Deine anderen Charaktere erhalten Behutet. (Gegnerische Karten konnen diese Charaktere nicht auswahlen, ausser um sie herauszufordern.)		213	Clio Wolfensberger
Belle, Strange but Special	1	9a15f42d1c524c306eb91c3df1216db248a8f224	Belle, Eine ganz besondere Mademoiselle	Character	Heldin, Sagengestalt, Prinzessin	ENCHANTED	SAPPHIRE	4	False	2	4	1		1 TFC DE 214/204	LIES EIN BUCH! Du darfst in deinem Zug 1 zusatzliche Karte aus deiner Hand verdeckt in deinen Tintenvorrat legen. MEIN LIEBLINGSBUCH Solange du 10 oder mehr Karten in deinem Tintenvorrat hast, erhalt dieser Charakter +4.		214	Valerio Buonfantino
Simba, Returned King	1	828f720439cefaeb3acc7a7babce0a28abaa07a3	Simba, Zuruckgekehrter Konig	Character	Held, Sagengestalt, Konig	ENCHANTED	STEEL	7	True	4	6	2	Herausfordern	1 TFC DE 215/204	Herausfordern +4 (Wahrend dieser Charakter herausfordert, erhalt er +4.) KATZENSPRUNG In deinem Zug erhalt dieser Charakter Wendig. (Er kann Charaktere mit Wendig herausfordern.)		215	Hedvig Haggman Sund
Tinker Bell, Giant Fairy	1	0bad865a02d82f4970687ffe1b80822b76cc0626	Naseweis, Gigantische Fee	Character	Flutgestalt, Fee, Verbundete	ENCHANTED	STEEL	6	True	4	5	2	Gestaltwandel	1 TFC DE 216/204	Gestaltwandel 4 (Du kannst 4 zahlen, um diesen Charakter auf einen deiner Naseweis-Charaktere auszuspielen.) FLUTWELLE Wenn du diesen Charakter ausspielst, fuge jedem gegnerischen Charakter 1 Schaden zu. MICKRIGER PIRAT! Jedes Mal, wenn dieser Charakter in deinem Zug einen anderen Charakter durch eine Herausforderung verbannt, darfst du einem gegnerischen Charakter deiner Wahl 2 Schaden zufugen.		216	Michal Niewiadomy
